ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
syp03010	Ribosome	53	0.784761265273445	3.015045881853265	1.648930213455527e-17	1.335633472898977e-15	8.678580070818563e-16	340	tags=68%, list=11%, signal=62%	SYNPCC7002_A1052/SYNPCC7002_A1026/SYNPCC7002_A1027/SYNPCC7002_A1053/SYNPCC7002_A1051/SYNPCC7002_A1050/SYNPCC7002_A1959/SYNPCC7002_A1054/SYNPCC7002_A1055/SYNPCC7002_A1057/SYNPCC7002_A1058/SYNPCC7002_A1059/SYNPCC7002_A1056/SYNPCC7002_A1060/SYNPCC7002_A1049/SYNPCC7002_A1028/SYNPCC7002_A1048/SYNPCC7002_A1061/SYNPCC7002_A1062/SYNPCC7002_A1064/SYNPCC7002_A1065/SYNPCC7002_A2060/SYNPCC7002_A1063/SYNPCC7002_A1029/SYNPCC7002_A1038/SYNPCC7002_A1041/SYNPCC7002_A1033/SYNPCC7002_A2063/SYNPCC7002_A1039/SYNPCC7002_A1037/SYNPCC7002_A1044/SYNPCC7002_A1043/SYNPCC7002_A0955/SYNPCC7002_A0490/SYNPCC7002_A2064/SYNPCC7002_A2083
syp00920	Sulfur metabolism	15	0.7784043446232244	2.199762123061741	3.07194565496606e-5	0.0012441379902612543	8.084067513068578e-4	262	tags=47%, list=8%, signal=43%	SYNPCC7002_A0795/SYNPCC7002_A0797/SYNPCC7002_A0798/SYNPCC7002_A1494/SYNPCC7002_A1344/SYNPCC7002_A0799/SYNPCC7002_A0034
syp00910	Nitrogen metabolism	19	0.6913513445748638	2.0808366281530115	1.236750789672069e-4	0.0025044203490859397	0.0016273036706211433	247	tags=47%, list=8%, signal=44%	SYNPCC7002_A0643/SYNPCC7002_A1313/SYNPCC7002_A1314/SYNPCC7002_A1827/SYNPCC7002_A0860/SYNPCC7002_A0246/SYNPCC7002_A0862/SYNPCC7002_A0863/SYNPCC7002_A0861
syp00970	Aminoacyl-tRNA biosynthesis	63	0.48259625175054843	1.9236850418610487	1.1890029922665981e-4	0.0025044203490859397	0.0016273036706211433	576	tags=44%, list=18%, signal=37%	SYNPCC7002_A0422/SYNPCC7002_A1656/SYNPCC7002_A2456/SYNPCC7002_A1609/SYNPCC7002_A1394/SYNPCC7002_A1032/SYNPCC7002_A1662/SYNPCC7002_A0037/SYNPCC7002_A1025/SYNPCC7002_A0035/SYNPCC7002_A2328/SYNPCC7002_A0387/SYNPCC7002_A2740/SYNPCC7002_A1694/SYNPCC7002_A2706/SYNPCC7002_A1106/SYNPCC7002_A0182/SYNPCC7002_A1156/SYNPCC7002_A2293/SYNPCC7002_A0447/SYNPCC7002_A1266/SYNPCC7002_A1216/SYNPCC7002_A0493/SYNPCC7002_A1338/SYNPCC7002_A1756/SYNPCC7002_A2275/SYNPCC7002_A0784/SYNPCC7002_A2238
syp01232	Nucleotide metabolism	22	0.6288781007637938	1.9769476694457118	0.0014869862422568283	0.02408917712456062	0.015652486760598192	873	tags=68%, list=27%, signal=50%	SYNPCC7002_A0814/SYNPCC7002_A0343/SYNPCC7002_A2653/SYNPCC7002_A0954/SYNPCC7002_A1046/SYNPCC7002_A1316/SYNPCC7002_A1310/SYNPCC7002_A0953/SYNPCC7002_A1437/SYNPCC7002_A0882/SYNPCC7002_A1689/SYNPCC7002_A2549/SYNPCC7002_A1420/SYNPCC7002_A0266/SYNPCC7002_A1692
syp00250	Alanine, aspartate and glutamate metabolism	22	0.609275156947188	1.9153236535268146	0.0024527704400430133	0.02483430070543551	0.016136647631861928	714	tags=64%, list=22%, signal=50%	SYNPCC7002_A2653/SYNPCC7002_A0246/SYNPCC7002_A1071/SYNPCC7002_A2806/SYNPCC7002_A0177/SYNPCC7002_A2487/SYNPCC7002_A0824/SYNPCC7002_A1545/SYNPCC7002_A0301/SYNPCC7002_A0882/SYNPCC7002_A0512/SYNPCC7002_A0884/SYNPCC7002_A1150/SYNPCC7002_A2488
syp00230	Purine metabolism	39	0.5138959940046413	1.8982060634242492	0.0020433417213442497	0.02483430070543551	0.016136647631861928	560	tags=38%, list=17%, signal=32%	SYNPCC7002_A0814/SYNPCC7002_A1494/SYNPCC7002_A1691/SYNPCC7002_A2653/SYNPCC7002_A0954/SYNPCC7002_A2030/SYNPCC7002_A1344/SYNPCC7002_A1046/SYNPCC7002_A1545/SYNPCC7002_A2826/SYNPCC7002_A1546/SYNPCC7002_A1667/SYNPCC7002_A0007/SYNPCC7002_A1437/SYNPCC7002_A0882
syp00400	Phenylalanine, tyrosine and tryptophan biosynthesis	18	0.6192261252002311	1.8249922493695496	0.0023033409948276435	0.02483430070543551	0.016136647631861928	823	tags=61%, list=26%, signal=46%	SYNPCC7002_A2537/SYNPCC7002_A0677/SYNPCC7002_A0169/SYNPCC7002_A1348/SYNPCC7002_A2517/SYNPCC7002_A0562/SYNPCC7002_A2203/SYNPCC7002_A0512/SYNPCC7002_A2147/SYNPCC7002_A0681/SYNPCC7002_A0511
syp00710	Carbon fixation by Calvin cycle	19	0.617341861189649	1.8580820981052864	0.0033224943264913926	0.02691220404458028	0.01748681224469154	594	tags=58%, list=18%, signal=48%	SYNPCC7002_A1301/SYNPCC7002_A1585/SYNPCC7002_A0595/SYNPCC7002_A2857/SYNPCC7002_A1269/SYNPCC7002_A1796/SYNPCC7002_A2558/SYNPCC7002_A1022/SYNPCC7002_A1414/SYNPCC7002_A2665/SYNPCC7002_A1798
syp00220	Arginine biosynthesis	18	0.6058188883179583	1.785478245680352	0.0032578566653619317	0.02691220404458028	0.01748681224469154	714	tags=50%, list=22%, signal=39%	SYNPCC7002_A0271/SYNPCC7002_A0246/SYNPCC7002_A2806/SYNPCC7002_A2516/SYNPCC7002_A2487/SYNPCC7002_A1545/SYNPCC7002_A0674/SYNPCC7002_A0512/SYNPCC7002_A2488
syp01212	Fatty acid metabolism	13	0.6773562974437269	1.8512647630648496	0.005676648242256797	0.03781899734282861	0.024573747461227168	354	tags=46%, list=11%, signal=41%	SYNPCC7002_A2559/SYNPCC7002_A2367/SYNPCC7002_A0052/SYNPCC7002_A0070/SYNPCC7002_A1023/SYNPCC7002_A1676
syp00300	Lysine biosynthesis	12	0.6839613114884477	1.825665818403125	0.006316381448979618	0.03781899734282861	0.024573747461227168	765	tags=67%, list=24%, signal=51%	SYNPCC7002_A2188/SYNPCC7002_A1642/SYNPCC7002_A0097/SYNPCC7002_A1267/SYNPCC7002_A1203/SYNPCC7002_A2131/SYNPCC7002_A2693/SYNPCC7002_A0881
syp03060	Protein export	16	0.6315483786156698	1.8155094784652206	0.006186376529907295	0.03781899734282861	0.024573747461227168	528	tags=44%, list=16%, signal=37%	SYNPCC7002_A1031/SYNPCC7002_A0656/SYNPCC7002_A1259/SYNPCC7002_A0657/SYNPCC7002_A1047/SYNPCC7002_A0311/SYNPCC7002_A0767
