Geneid	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	min TPM	max TPM	high expr
Candidate_RF01701_Cyano-1	0	0	0	0	0	0	0	0	2.7212656992084847	0	0	1.0506580640582002	0	0	4.078598584712548	0	0	4.078598584712548	FALSE
Candidate_RF02514_5_ureB_sRNA	0.28573667455907714	1.3321369731359258	0.6174716800001135	0.4147940965328991	2.348272988595542	1.3146427479707317	1.80951865640038	1.5108099252140914	1.1615158472231342	0.7717360473409577	1.9638880991031094	1.7938064508310736	1.4505829427716848	1.314920518517117	1.8237635947901643	1.655256680687251	0.28573667455907714	2.348272988595542	FALSE
Candidate_RF02701_PsrR1	4.6071025617109616	5.727690056779187	3.9823454417984845	16.051133353475333	7.5725207609766345	8.05477180301618	10.049492812730447	8.415164986917713	21.93829369867515	6.843737925436527	11.399377438164787	2.892260962856843	47.29697218023482	47.79917406842408	155.58249657414723	21.350951341898476	2.892260962856843	155.58249657414723	TRUE
gene-SYNPCC7002_RS00010	14.24481985395387	14.317457336374884	16.277468257662246	13.638839567183483	19.344985906976422	14.924408760629507	18.23004410666804	22.95027101344412	15.274363582038736	16.324504026586713	15.837472506065922	14.491298631676806	20.490349640834	20.152463012109706	18.610494282836513	17.882679801528468	13.638839567183483	22.95027101344412	FALSE
gene-SYNPCC7002_RS00015	22.92652758666487	22.01670681502809	25.343560749768095	20.90770386932674	18.524686036311188	25.153497911173332	22.771181667860887	21.955627403898152	21.91643020115221	25.60213591460957	23.878767577460362	21.39162413219572	23.775349054608878	25.822828169119145	24.917459812338848	19.782501690536137	18.524686036311188	25.822828169119145	FALSE
gene-SYNPCC7002_RS00025	15.725246485725263	14.616900790060143	16.038218268963515	15.787449860512028	14.342666450281687	10.277773340049318	9.513845201831069	13.280752741096693	11.777520902488337	9.724842324154022	11.85184177561484	4.74490738606929	12.26900857769217	8.23871184443325	13.985158826911606	10.835486058979104	4.74490738606929	16.038218268963515	FALSE
gene-SYNPCC7002_RS00030	27.174678286546893	28.820014315107557	37.70148897914418	31.278728165612225	16.188119136577996	18.495219052333333	17.424206007752506	25.969772318760295	14.006514628278968	20.411661848200353	17.682694413885248	14.853420866391417	17.595981936305414	14.126605998400471	21.08608810789298	13.548910298958747	13.548910298958747	37.70148897914418	FALSE
gene-SYNPCC7002_RS00035	4.437577142773546	5.14913550558937	5.881573679192999	4.924457859848493	8.509524592511625	7.73116169564202	7.702131879235063	9.499096012801546	5.360068801471259	7.5906866272551285	6.723506461845257	6.63294232359975	7.008708831236928	8.069434182965928	7.003654135364982	6.979741669160566	4.437577142773546	9.499096012801546	FALSE
gene-SYNPCC7002_RS00040	25.93691600323232	21.07553137171463	20.881073308779026	19.441088476879425	57.142447118319325	58.61349978371087	53.27512821488446	58.73036688421746	44.004343012006984	41.72220440124475	47.36289137486589	46.97826134486588	36.71911454653616	49.46658711732258	34.820903679303	39.638439897883956	19.441088476879425	58.73036688421746	FALSE
gene-SYNPCC7002_RS00045	57.18869153576475	50.18148725184025	46.635361094745406	41.19034749050139	65.6465035340732	71.15792172239823	73.22612891615285	79.29784279454375	66.28112068539964	65.73408458206366	70.20727683407728	62.79371587529125	77.63682028145607	74.33285537253582	72.62767655233749	76.52460191879001	41.19034749050139	79.29784279454375	FALSE
gene-SYNPCC7002_RS00050	13.21214634641777	7.080061320185383	10.583636115113057	8.37730447553296	10.881554572674238	15.30171122929711	9.376825148652523	14.562910519027039	12.170104932571281	9.536299462767364	8.350161251001367	11.031909672611102	10.79341160010487	12.674704826342646	8.988022807051726	11.636538064053633	7.080061320185383	15.30171122929711	FALSE
gene-SYNPCC7002_RS00055	66.52137108794352	58.484052234883144	64.83951520629077	55.84055410721197	29.55940121609301	29.926391559138352	32.288407074840144	45.678760422499586	38.256020563665	43.5614001015698	32.68359514588623	36.705122671876275	95.84652010540296	86.44976020100161	85.80874307726263	102.2056043344757	29.55940121609301	102.2056043344757	TRUE
gene-SYNPCC7002_RS00060	47.405468832791165	35.623887484722246	59.22690859032667	41.700875741087884	23.425825463753707	15.820226317816912	18.374021748776606	29.46007066611248	20.63626488566435	14.474451137035693	14.76660094913926	16.902692013006487	40.98250269212751	41.71066297422455	37.23211924407187	42.202181454223805	14.474451137035693	59.22690859032667	FALSE
gene-SYNPCC7002_RS16035	76.5022235786493	79.32231596732582	115.13588357154451	100.0129253056602	22.427025334427125	20.543920239668715	25.805579826666417	25.565480991453583	22.625908245681405	20.87935950102327	18.022746229536885	24.182567205924787	52.04838431595495	60.542597136002016	60.07166693773459	56.73606187688975	18.022746229536885	115.13588357154451	TRUE
gene-SYNPCC7002_RS00070	90.84842441013366	94.70186804585096	133.98725214757206	103.73957310607832	29.328784019817114	24.265390353945115	25.018011377282125	39.35854350972763	31.567301989109822	25.688936608498164	26.448517584322094	29.429594520202738	64.17039698467815	61.34707355960114	58.458880752283385	60.46857062240302	24.265390353945115	133.98725214757206	TRUE
gene-SYNPCC7002_RS00075	108.52834498843167	86.02836413653826	113.86492232372461	83.93051288456893	67.80774149997208	79.35329698167777	69.15265433194291	82.22595735232956	66.20486689509534	72.5842762488668	65.1610797622785	68.0009247015446	106.83274747042573	102.65013360969232	99.06966315335727	97.34246863597147	65.1610797622785	113.86492232372461	TRUE
gene-SYNPCC7002_RS00080	16.670158646243333	13.417296534646395	18.06037180756616	13.053849769467233	17.815596487043596	16.74150844579733	14.252458906064534	19.2568598604859	15.197451063339189	12.647826045806742	14.866024784569646	16.879424635689116	27.552268487387135	27.708438900531632	24.909910846158795	28.03624922108308	12.647826045806742	28.03624922108308	FALSE
gene-SYNPCC7002_RS00085	28.088815067187383	22.29940573286735	27.90777514331221	25.308972079003425	13.709045130928175	16.73598876767044	14.085115910756063	14.794834202030904	12.499251899251574	13.08001450316072	16.272952044274316	12.450711703996781	18.575837736963386	17.108712926446767	21.35644140814051	16.776111374104435	12.450711703996781	28.088815067187383	FALSE
gene-SYNPCC7002_RS00090	50.47590222479168	45.70495030456307	52.63793232476214	51.73061909070639	23.21583664818394	25.40254244494732	24.28119231181918	23.15668642048817	20.746283053371624	19.18833810777208	21.70215176621642	22.088091973764797	28.54834468486012	28.87262470677324	24.812596450451476	26.083329170829614	19.18833810777208	52.63793232476214	FALSE
gene-SYNPCC7002_RS00095	126.20469394047964	116.22334426901719	152.47340461820983	114.06418670718834	77.4974561103737	73.99048411533454	80.31033727051044	81.05516058827666	65.76392106420506	67.1176501778348	76.61544056925278	70.04387093721334	90.31221951108154	96.53617580848805	93.31339186236283	95.72217146277346	65.76392106420506	152.47340461820983	TRUE
gene-SYNPCC7002_RS00100	23.418988986693325	20.315497589303867	21.590444951271024	17.610646219726103	16.367149932614463	16.523837809094374	16.816138668148774	22.92363349519272	15.688388509569387	15.14726305914001	13.062386752297462	16.200205237232677	23.053597040602714	22.80477164375593	23.065239126455417	25.171458716961737	13.062386752297462	25.171458716961737	FALSE
gene-SYNPCC7002_RS00105	17.5402632530029	17.778820648465516	17.557349834373596	14.770510522650218	22.933168776818825	20.192669156469698	22.226548500509683	26.424930365352324	20.636264885664342	18.047190381151136	18.509524106386362	19.13559640743037	25.09896507008513	29.669609793995065	25.90665397326674	28.231600938906748	14.770510522650218	29.669609793995065	FALSE
gene-SYNPCC7002_RS00110	49.129975696371766	40.327646573758635	45.75044461451291	40.48633279605011	83.67507526677139	92.96596863116088	84.60586516663608	107.64598051810782	83.55327622626052	87.67243054479673	83.91065757129583	83.07061112334036	134.50091096269676	139.12297931211097	137.0173349620306	134.42487270428074	40.327646573758635	139.12297931211097	TRUE
gene-SYNPCC7002_RS00115	4.030356653420831	3.542582953286702	3.119671415698723	2.8323827601031644	5.6891724258370795	6.664679511432011	5.976982809708077	6.763936734067887	5.035747628912602	6.174630254283867	5.580821542666379	5.1257771450087635	5.814145912920843	5.820974531973856	5.4776660476412635	5.116862707983654	2.8323827601031644	6.763936734067887	FALSE
gene-SYNPCC7002_RS00120	56.40960253179952	52.08723557818362	58.60180799049369	56.508244993040805	51.94568625368713	77.59365256697639	68.37427633990714	74.00817035732864	58.50400727303049	76.50344878485888	68.99947733380458	57.82331924984618	71.64733091437607	73.26200967132777	84.68656700138324	64.34834716853088	51.94568625368713	84.68656700138324	FALSE
gene-SYNPCC7002_RS00130	31.925387079995588	26.418139254423068	23.253875948859992	21.667144529216237	58.46805442033919	70.95538963002626	72.02176836335863	82.56292665483628	49.10293797421282	61.845909370956356	56.92442017007274	56.577414034079325	68.52320477465297	67.97487865008586	72.61833176636833	64.29728910296444	21.667144529216237	82.56292665483628	FALSE
gene-SYNPCC7002_RS00135	19.81973478987053	16.640498890014428	18.69722958303374	17.68531193399361	14.507701683330792	18.516543916872607	16.696922147694416	22.578908661946134	13.234241168360558	17.188666508957695	15.830128313982634	15.655038116343912	26.530527087999292	27.258338572565584	26.236070225879445	27.865767426115127	13.234241168360558	27.865767426115127	FALSE
gene-SYNPCC7002_RS00140	21.57085117782493	23.985513860219864	22.60387400000415	21.415665576550424	16.333077304606494	12.40563672489841	11.383691441587573	17.251138438988608	16.737943784814096	12.43046276252757	13.632916328165495	18.178052219419655	22.76161629954088	16.103507129371966	15.64541785141057	20.663240324134787	11.383691441587573	23.985513860219864	FALSE
gene-SYNPCC7002_RS00145	21.754482346256843	15.37946653440269	15.87545417266958	17.34248996689279	14.352731479369604	15.057163332938476	15.30746669566352	16.38783664923093	13.096091177440837	14.970964748000375	14.299651142339838	14.879458416453861	19.74509026844581	22.61751838685705	20.79581747513929	19.99405165644954	13.096091177440837	22.61751838685705	FALSE
gene-SYNPCC7002_RS00150	37.15501483425151	31.482214414028206	33.69367108220684	31.52725981722036	30.262513186767066	32.11344636232323	32.96011229747912	34.443265991420986	29.513403477257075	31.180384087469868	32.89396046207577	29.513631055097658	37.425144244469024	34.86260879309372	34.80228134312433	33.89282931277757	29.513403477257075	37.425144244469024	FALSE
gene-SYNPCC7002_RS00155	12.71417451138839	8.685424061390208	8.328388614110056	6.498306868260725	20.734545097218728	19.37696786761899	17.025898972955833	23.261442138715164	16.566232321005142	16.794045753073053	15.401678237675485	19.918725797770044	18.825717907159653	16.68832441726877	16.1378658471346	21.21694365311145	6.498306868260725	23.261442138715164	FALSE
gene-SYNPCC7002_RS00160	481.72486202773484	477.6218053788864	472.5716590934202	465.5530750028988	660.4304683055088	784.3879133895339	726.0733696983982	871.7190701753315	670.8977291049631	935.0971022782453	803.6902134130978	693.1227774536914	755.2550237969963	796.859434942201	791.6012147459306	691.7892807974101	465.5530750028988	935.0971022782453	TRUE
gene-SYNPCC7002_RS16250	293543.9677555367	329266.5117667614	335860.39245933236	362578.25529532984	139056.48148549534	125404.19301217231	127485.33298336375	140224.8021287597	140710.94564311535	128737.246178602	145074.4680283493	145732.45538711795	254574.17695804485	250972.67062619753	273563.33133101976	257095.62168808564	125404.19301217231	362578.25529532984	TRUE
gene-SYNPCC7002_RS00165	60.47973887886065	59.47251508955721	65.81768632686057	59.07202139146745	81.30850748144856	81.40586596707004	85.04714837624002	88.66154750032389	75.25742753758013	76.38827560864824	79.73455112745964	73.01675568665075	77.20092777607475	80.38864393959905	83.05509845232827	79.50361995028207	59.07202139146745	88.66154750032389	FALSE
gene-SYNPCC7002_RS00170	33.345402371003026	33.64284457109366	26.39362989617506	25.516537708230295	91.66296942710261	94.28101876634827	94.67200077344755	87.64304810843022	95.01913564375728	79.85096324348787	91.98502101502038	97.32248131196319	79.50162343744923	88.56680640131927	75.4251475860849	83.97501695708806	25.516537708230295	97.32248131196319	TRUE
gene-SYNPCC7002_RS00175	51.75482827657604	48.6803474074342	40.60477729455291	38.651268086020146	150.8269818080887	152.25099616920778	157.30191810193736	144.5585270040543	148.432674502281	154.98698199228588	146.02712421509997	147.06938745160997	123.49631030387678	129.12509142207878	133.06942857193468	128.7869170740775	38.651268086020146	157.30191810193736	TRUE
gene-SYNPCC7002_RS00180	23.382344939867206	24.747537414555676	29.308530780313074	25.437159338662834	3.5857827475214363	4.992001893140553	4.7050578260694325	4.487633733104458	3.663242287396038	3.5778870440953474	4.162234223576065	3.884740841979294	11.718561165828143	12.737748470938682	12.444954655917774	11.60516278299274	3.5778870440953474	29.308530780313074	FALSE
gene-SYNPCC7002_RS00185	61.97122567479696	50.29574718256323	38.03711054275675	34.38318938263411	157.73931506516578	153.3094501767063	169.37215934642845	167.6549346917283	161.99067551198286	156.47673532187054	155.28326575675243	160.62285893257712	191.75577793997246	185.55218131797577	174.143922426731	192.05680859978023	34.38318938263411	192.05680859978023	TRUE
gene-SYNPCC7002_RS00190	32.68567511517372	30.6026334694855	25.552291599829257	21.233334058483816	68.40230187661521	62.428665045987756	64.12558898892937	72.43996249472492	66.3681494678122	55.736351274323674	58.87687711026785	75.40084461908903	82.11716814177527	83.17304819265014	86.34971601588975	88.74201979938891	21.233334058483816	88.74201979938891	FALSE
gene-SYNPCC7002_RS00195	14.121815260863533	11.5727248157183	10.106910483102633	11.03009314578828	33.11929588082182	31.29563112204123	38.11756504759336	34.136425526578016	30.746083384467966	35.93358580118963	38.40796761465579	36.65086269970466	36.21709540234523	39.74043788380908	44.632726114360835	39.21756843178674	10.106910483102633	44.632726114360835	FALSE
gene-SYNPCC7002_RS00200	3.462493525268105	2.737623710471681	4.725716590934201	4.6736540758236504	12.449434478844504	11.319074060027997	13.528274231560223	10.073592238725471	12.275931931984944	12.551000583255108	11.356219301361858	14.382341499107806	13.36327150489174	11.512062729490165	12.371749040294729	14.875574432398455	2.737623710471681	14.875574432398455	FALSE
gene-SYNPCC7002_RS00205	936.7132242271201	996.3162619136235	954.132453006552	972.7300808254238	614.9200347265519	651.3176270719277	658.8362780857602	728.9759995816187	609.2976710203089	683.3084763877877	649.7796977349276	591.210875852653	1060.3465433229317	1150.322344531357	1119.1991229957364	1036.1670967420073	591.210875852653	1150.322344531357	TRUE
gene-SYNPCC7002_RS00210	29.19604196383922	24.567666195922772	25.27047594725102	22.69594993167028	23.924449110561405	24.80848357647038	26.88550864143562	31.964544640838316	18.88946208478354	22.469822016057737	22.04883417286929	21.825264132609956	32.4903716533769	28.589559758667622	27.77354873607599	32.069962110320056	18.88946208478354	32.4903716533769	FALSE
gene-SYNPCC7002_RS00215	75.29244923366932	72.66378723348156	62.82819480819867	65.20838109763883	591.0648601501264	648.2541830090108	580.2411459508057	716.7925644466098	706.9522052936429	748.4942685292618	654.4988233186202	720.4073567884442	798.2796398974803	873.4361291884876	874.8713221476975	843.1596815375593	62.82819480819867	874.8713221476975	TRUE
gene-SYNPCC7002_RS00220	48.049809032557846	39.78057800135289	39.24689240768554	33.53152078113694	28.10874772256004	28.92162892121291	30.329908342743174	33.308807360157225	27.486195373003994	23.26919311612872	24.100124933580794	26.23238357084352	48.83733764583303	48.43538645495675	48.35511011209678	54.390044334852135	23.26919311612872	54.390044334852135	FALSE
gene-SYNPCC7002_RS00225	19.050165238579176	11.967183293410692	9.409612681063676	10.008284107937605	24.167426370369846	28.715055137534147	27.702805408544556	25.58126540038019	21.35270430647366	29.972782496451227	25.93722654072106	27.932318000957313	22.173569974930988	29.196771647347287	24.42346645122854	29.173621567392917	9.409612681063676	29.972782496451227	FALSE
gene-SYNPCC7002_RS00230	257.14339077232705	219.0075543856848	257.1367347905187	247.8399873112813	96.09005846933658	131.22885696834223	111.85131888206242	106.45251481100011	91.58105718490094	91.37077128738119	91.43737369893059	89.2407581456878	130.8906809073334	133.71117179438394	129.56606808121856	129.7400616468531	89.2407581456878	257.14339077232705	TRUE
gene-SYNPCC7002_RS00235	172.1457198513025	135.6329102495018	141.45417171727115	125.38627533844677	116.27104965949972	115.26954208054224	96.88789875996972	112.60849965747376	97.47453788969239	89.2359667137122	74.84090807199159	112.44646222771647	123.73556863874647	102.82790418985248	90.71042949654539	131.70296638228547	74.84090807199159	172.1457198513025	TRUE
gene-SYNPCC7002_RS00240	151.7618912751898	116.64832736061528	137.4131767866919	132.43453737636509	93.31939011970827	112.3471781703321	95.87935658565902	101.91099677353235	69.69095083338803	79.68174688795389	79.81023024966244	90.73670963787178	105.39559585119825	99.36615281975942	97.7785981843181	110.33790555581153	69.69095083338803	151.7618912751898	TRUE
gene-SYNPCC7002_RS00245	183.2876265423492	156.466938772916	175.57125824296287	157.87012978770665	86.10361006795583	113.43111532434583	99.98664485105564	102.45197579132908	74.92768269066369	85.97473196158691	72.57800565844772	82.11388815093316	119.553741945969	111.62613093486608	112.29524901193398	119.62693590665121	72.57800565844772	183.2876265423492	TRUE
gene-SYNPCC7002_RS00250	61.48520043673645	53.34775390922459	69.2464452618947	60.225456602245	33.012476721791145	44.79488958152495	37.548714618085924	37.632945584154776	28.436575536226464	33.50583747035596	34.483369261910426	30.83773580998893	37.62570004137719	35.21577159938466	36.07857621001175	34.92166802234612	28.436575536226464	69.2464452618947	FALSE
gene-SYNPCC7002_RS00255	119.43596388765826	115.35953123531411	104.05247539671636	86.88773545844903	233.53960864466873	221.24693690217825	206.0651624058148	287.74229765262504	211.09573713317198	215.39223882758364	210.80326809580743	232.95209874428028	327.90469317225535	357.4481838450664	313.6591984986508	359.0344696165304	86.88773545844903	359.0344696165304	TRUE
gene-SYNPCC7002_RS00260	197.35741792731656	168.21249136578376	195.54689341796697	155.76312949516364	353.5597431232642	336.31961431232617	321.43192839368555	379.5720493849594	350.1870148701264	315.8435111278068	314.6427140355774	326.7305048631564	383.35220510717295	398.4793122225329	362.62023049139736	399.1088490650176	155.76312949516364	399.1088490650176	TRUE
gene-SYNPCC7002_RS00265	128.85547797347616	110.72192281446539	102.12956789142439	82.23251317771097	364.80485714686347	380.1814834887583	373.79842977513795	351.7578096560713	347.89032277130167	377.9309973643172	356.5166738944108	360.5677036904954	300.20917634715084	299.74258918063333	288.6550343738831	290.60270067800565	82.23251317771097	380.1814834887583	TRUE
