row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	cmp
Candidate_RF01343_CRISPR-DR33	0	NA	NA	NA	NA	NA	1 -> 15
Candidate_RF01701_Cyano-1	1.8495088355670228	3.0811000249463816	1.409365124278853	2.186161677956183	0.0288037788566199	0.045681435131643244	1 -> 15
Candidate_RF02514_5_ureB_sRNA	39.55712577178377	-0.3237980623420321	0.33864407316512135	-0.9561604291953741	0.3389911885074621	0.4101171029189192	1 -> 15
Candidate_RF02701_PsrR1	44.90710841714495	1.3584062033960995	0.46581561579829056	2.916188631993656	0.0035433620151611644	0.006613593032922197	1 -> 15
gene-SYNPCC7002_RS00010	1379.7103465023993	-0.014029416685170212	0.07506422371172614	-0.1868988446353387	0.851739945084965	0.8800858504573926	1 -> 15
gene-SYNPCC7002_RS00015	1604.4304535583442	-0.39633981948859526	0.08502273980267132	-4.661574308337482	3.13799728202748e-6	8.943153771991819e-6	1 -> 15
gene-SYNPCC7002_RS00025	115.59018809473285	-0.2643685097772373	0.20340769768980713	-1.299697665229928	0.19370461090348096	0.25119365004310845	1 -> 15
gene-SYNPCC7002_RS00030	258.3801674401355	-0.39046567367829427	0.131695123434541	-2.964921277987753	0.003027603929828924	0.005727084410906617	1 -> 15
gene-SYNPCC7002_RS00035	263.65811699081655	-0.035178898849465574	0.13805237636266618	-0.25482284170936653	0.7988599323894162	0.8347957028108172	1 -> 15
gene-SYNPCC7002_RS00040	1821.435875683142	0.051690343883700494	0.07482242521447029	0.6908402626022316	0.4896659302376411	0.5592965294437012	1 -> 15
gene-SYNPCC7002_RS00045	1139.710625501055	0.21097913775919516	0.06933633629847047	3.0428365417376297	0.002343595967731483	0.004539574912900395	1 -> 15
gene-SYNPCC7002_RS00050	410.41926724026615	0.09344079803082526	0.1254241176138694	0.7449986478556863	0.456272537296299	0.5259921538485361	1 -> 15
gene-SYNPCC7002_RS00055	2877.512254134369	-0.5904682885490725	0.0708230439679732	-8.33723397734906	7.604848859875506e-17	5.658077642520279e-16	1 -> 15
gene-SYNPCC7002_RS00060	1168.3510291203693	-0.8659404183071588	0.11625687468845651	-7.448509351620654	9.44007401311669e-14	5.562408574517115e-13	1 -> 15
gene-SYNPCC7002_RS16035	718.3768585706621	-0.7694807007552517	0.08145521751270306	-9.446671732664026	3.49775646271363e-21	3.3316388253989115e-20	1 -> 15
gene-SYNPCC7002_RS00070	2083.4119497170063	-0.6139218311647259	0.08145484630977341	-7.536958928508396	4.810577559392119e-14	2.914325504554813e-13	1 -> 15
gene-SYNPCC7002_RS00075	2890.085352727629	0.12811080862972088	0.08430243975897671	1.519657188997064	0.12859715652783202	0.1740319440185958	1 -> 15
gene-SYNPCC7002_RS00080	1531.1728916048771	-0.07555197236199736	0.0853887636781744	-0.8847999327727548	0.3762645457395028	0.44832406575382083	1 -> 15
gene-SYNPCC7002_RS00085	273.3467324214668	0.10895008269836721	0.20334579338763428	0.5357872463615596	0.5921055974874423	0.6552121227851101	1 -> 15
gene-SYNPCC7002_RS00090	340.30039367095515	0.23537732751006976	0.2141871960253725	1.0989327647866827	0.2717973938853459	0.33980037390493584	1 -> 15
gene-SYNPCC7002_RS00095	659.8261089186226	0.07369835961479883	0.13831044260969919	0.5328473991133815	0.5941392196365378	0.6567872441651423	1 -> 15
gene-SYNPCC7002_RS00100	1366.001198679548	0.08723028736600105	0.07426310198632581	1.174611415801927	0.24015021401986966	0.3046935328369977	1 -> 15
gene-SYNPCC7002_RS00105	491.9809295052608	0.14287659662183505	0.09258415500778046	1.5432078697464828	0.12278034848049474	0.1677063220150243	1 -> 15
gene-SYNPCC7002_RS00110	5014.425265530185	-0.13986310592885792	0.07815803799226873	-1.789491004657678	0.07353577488348462	0.10609786286808393	1 -> 15
gene-SYNPCC7002_RS00115	1570.9662066239848	0.12788682507929675	0.08197616010799716	1.5600489814455312	0.11874830660158543	0.16309582391174793	1 -> 15
gene-SYNPCC7002_RS00120	3788.7515303298915	-0.0543618850607221	0.04692878121392025	-1.1583911547354868	0.24670444715626758	0.3121507287882398	1 -> 15
gene-SYNPCC7002_RS00130	3335.728792635777	0.24188500961466153	0.07026049548853636	3.44268863936673	5.759620171107555e-4	0.0012219325579833308	1 -> 15
gene-SYNPCC7002_RS00135	1027.823848731127	0.27949828977952984	0.07413052259624961	3.7703536949525045	1.6301634764735772e-4	3.727902171057493e-4	1 -> 15
gene-SYNPCC7002_RS00140	286.8271870344506	-0.0747639294425131	0.1223508984630975	-0.6110615482326254	0.5411588346089804	0.6082150633318474	1 -> 15
gene-SYNPCC7002_RS00145	1004.1710136749059	-0.6543796341998804	0.07987405787485964	-8.192642913236119	2.5555150727923255e-16	1.8175678788648497e-15	1 -> 15
gene-SYNPCC7002_RS00150	973.6448902678947	0.6027673570044855	0.0875839146109784	6.882169627628522	5.894775932455938e-12	3.0022447138643885e-11	1 -> 15
gene-SYNPCC7002_RS00155	1618.2491397030713	0.15885512930410467	0.0749025713538623	2.120823443478665	0.033936663069415084	0.053220730962186165	1 -> 15
gene-SYNPCC7002_RS00160	24968.10594086272	-0.7825156132873086	0.0865916092470611	-9.036852647635337	1.612475187805418e-19	1.4034184316505915e-18	1 -> 15
gene-SYNPCC7002_RS16250	2368195.1388383755	-0.34277407954537686	0.09119720693649791	-3.758602824141928	1.7086481892566825e-4	3.882635470168774e-4	1 -> 15
gene-SYNPCC7002_RS00165	5220.604134754125	-0.03894137498888143	0.05307590135934772	-0.7336922028931889	0.4631363516625382	0.5316271878842289	1 -> 15
gene-SYNPCC7002_RS00170	3291.505399900505	0.11515411003933028	0.07615479944460571	1.5121057488056588	0.13050696262323971	0.17654251458334355	1 -> 15
gene-SYNPCC7002_RS00175	11994.975215900173	0.02216183608624831	0.06768872795680986	0.3274080745081975	0.743359260143057	0.7859551574989951	1 -> 15
gene-SYNPCC7002_RS00180	181.589406382065	0.3286422425844571	0.15749039715190627	2.086744643023965	0.036911223471999946	0.05735627554912792	1 -> 15
gene-SYNPCC7002_RS00185	9056.361933216618	0.5650440386096912	0.14670322278590728	3.8516129903587295	1.1734236577381803e-4	2.7298162758188646e-4	1 -> 15
gene-SYNPCC7002_RS00190	3860.0359485939744	0.3404195359041185	0.07405754872694222	4.596689220153374	4.292571463984278e-6	1.201101668735289e-5	1 -> 15
gene-SYNPCC7002_RS00195	1607.1979321903045	0.18962729018916472	0.07977124504327539	2.3771384047759705	0.017447540110564347	0.028995423065883826	1 -> 15
gene-SYNPCC7002_RS00200	314.7751228332698	0.1914870350901998	0.12423590159385355	1.5413180299218228	0.12323940287284572	0.16826216992660417	1 -> 15
gene-SYNPCC7002_RS00205	93488.02178968852	0.01177744650401331	0.1789729330528438	0.06580574114263348	0.9475324853754853	0.9576157731697785	1 -> 15
gene-SYNPCC7002_RS00210	11206.61674474943	0.3102984415607707	0.04663538917372774	6.653711849703588	2.8579194813070362e-11	1.3732473221935149e-10	1 -> 15
gene-SYNPCC7002_RS00215	21232.78791698009	-0.7842970329069063	0.1755349395040518	-4.468039440596969	7.893975370516188e-6	2.1419870984367037e-5	1 -> 15
gene-SYNPCC7002_RS00220	4176.889877039489	0.17293702469858357	0.11911045747962258	1.4519046300210008	0.1465281249903735	0.19656805799497962	1 -> 15
gene-SYNPCC7002_RS00225	1029.9702704728193	0.3205861515239377	0.09517017755773932	3.36855682894402	7.556281789910579e-4	0.0015731292004913773	1 -> 15
gene-SYNPCC7002_RS00230	8918.484243787327	0.5213460959791382	0.2015835454644512	2.586253232018267	0.009702561784620754	0.01684385591534431	1 -> 15
gene-SYNPCC7002_RS00235	2760.8449917928406	0.7234439721217542	0.12517131413618596	5.7796307174234	7.48647677212014e-9	2.854053541579213e-8	1 -> 15
gene-SYNPCC7002_RS00240	4330.533774621542	0.7435751291058692	0.11717865165803781	6.345653569012236	2.214831336016413e-10	9.876198466138693e-10	1 -> 15
gene-SYNPCC7002_RS00245	32358.840102026254	0.6597070014728478	0.11111263650398909	5.937281503073356	2.897868601320226e-9	1.1580714992157191e-8	1 -> 15
gene-SYNPCC7002_RS00250	7366.494206192919	-0.1662023641640464	0.11611644561943178	-1.4313421606855736	0.1523321762877535	0.20308860331674486	1 -> 15
gene-SYNPCC7002_RS00255	9069.54026234469	-0.05028488942563159	0.06797147011943759	-0.73979405384748	0.4594249675628365	0.5286825446401993	1 -> 15
gene-SYNPCC7002_RS00260	5323.05286474412	-0.2871569472489718	0.053181109389624615	-5.399604305828843	6.678804356979675e-8	2.2821015099140073e-7	1 -> 15
gene-SYNPCC7002_RS00265	10011.884128446423	0.0658313235119551	0.05648213144615265	1.1655247744096826	0.2438066379428128	0.30884724751563064	1 -> 15
gene-SYNPCC7002_RS00270	21577.754956833905	4.151045709810163e-4	0.04943626020408354	0.008396763211201154	0.9933004309993825	0.9945324315339553	1 -> 15
gene-SYNPCC7002_RS00275	354.3276596165145	-0.7975582351010997	0.09811433280993831	-8.12886570452541	4.333260585852474e-16	3.0351623496133704e-15	1 -> 15
gene-SYNPCC7002_RS00280	631.303448220795	-0.4802844247954223	0.08097391952002288	-5.931347125621845	3.0045923415506542e-9	1.1992371657437653e-8	1 -> 15
gene-SYNPCC7002_RS00285	246.6833497662704	-0.4575641326662782	0.14203796089781945	-3.221421440958624	0.0012755642661259898	0.0025598489840402867	1 -> 15
gene-SYNPCC7002_RS00290	11287.360218489026	0.8808790680184937	0.10518443338630418	8.374614376476652	5.540498991655071e-17	4.179969916835099e-16	1 -> 15
gene-SYNPCC7002_RS00295	9065.733717379235	0.3583731531919013	0.06075102207245892	5.89904730762328	3.656064090878785e-9	1.4449731884268784e-8	1 -> 15
gene-SYNPCC7002_RS00300	2174.321956571145	0.38028097051282184	0.08855176981832348	4.29444799683871	1.751285236316954e-5	4.571463240151531e-5	1 -> 15
gene-SYNPCC7002_RS00305	1219.7450368683594	0.4934907320147609	0.08846258734740114	5.578524739241178	2.4256698152045914e-8	8.77098301600854e-8	1 -> 15
gene-SYNPCC7002_RS00310	1510.6226422548034	-0.1752222369203142	0.06094036074057777	-2.875306853962232	0.004036350134331264	0.007486142782168669	1 -> 15
gene-SYNPCC7002_RS00315	3727.427164022486	-1.0380711384729433	0.12330581637221588	-8.41867130857299	3.807780712549486e-17	2.9344448498382556e-16	1 -> 15
gene-SYNPCC7002_RS00320	9998.528535049678	-0.42461614106731554	0.06707720658205799	-6.330259751468141	2.4474882627383477e-10	1.085568626426116e-9	1 -> 15
gene-SYNPCC7002_RS00325	4168.50146376502	0.8345779947763001	0.18052654425895834	4.62302094244451	3.7819152421201895e-6	1.0665331281053356e-5	1 -> 15
gene-SYNPCC7002_RS00330	701.7076361083348	-0.09075338463277935	0.10414183775886045	-0.8714402067967923	0.3835138403835783	0.455281687720064	1 -> 15
gene-SYNPCC7002_RS00335	5157.059036416982	-0.7068639417855815	0.07001665799797609	-10.095653834349166	5.7744963967263085e-24	6.342125464295663e-23	1 -> 15
gene-SYNPCC7002_RS00340	429.9519327297812	-0.47183270596766036	0.10009035223812862	-4.7140677939178985	2.4281981569681663e-6	7.019383929140742e-6	1 -> 15
gene-SYNPCC7002_RS00345	1802.2498267898648	-0.07305543610372602	0.13013539679644506	-0.5613802078614916	0.5745383735685032	0.6381783310122796	1 -> 15
gene-SYNPCC7002_RS00350	4100.410424410244	0.020373819989719006	0.10717255611343306	0.19010295852377587	0.8492284517908788	0.8777716615981906	1 -> 15
gene-SYNPCC7002_RS00355	4392.433058640897	-0.059619632669557575	0.10012038835463738	-0.5954794387970042	0.5515230390996765	0.6172852316301058	1 -> 15
gene-SYNPCC7002_RS00360	370.4758482563442	-0.2409014688870767	0.13200732595956177	-1.824909845995008	0.06801463516161514	0.09906146005270874	1 -> 15
gene-SYNPCC7002_RS00365	3112.602364219282	0.3268436180719443	0.06511713158088395	5.019318421081893	5.185513422186705e-7	1.6084556042498436e-6	1 -> 15
gene-SYNPCC7002_RS00370	26105.631704012918	0.6898865288719355	0.102679591514714	6.718828139991915	1.8319181413211842e-11	8.88177729478394e-11	1 -> 15
gene-SYNPCC7002_RS16605	3.0288149504644113	0.3194418105547496	0.900573534463235	0.3547093028279419	0.7228073809094637	0.769009895537614	1 -> 15
gene-SYNPCC7002_RS00375	2793.2593296034065	0.7982948164699244	0.07951939620367264	10.038994944393892	1.0271535630954145e-23	1.1055596184116978e-22	1 -> 15
gene-SYNPCC7002_RS00380	5119.946433772304	0.7111373285954595	0.04227662857240679	16.821051077370118	1.7109609372345944e-63	9.056873551361484e-62	1 -> 15
gene-SYNPCC7002_RS00385	2315.1548756319016	-0.7057888837733926	0.086495697683341	-8.159814911919334	3.3553835999806944e-16	2.381216185568717e-15	1 -> 15
gene-SYNPCC7002_RS16340	1303.4537139715258	-0.6112241044527992	0.11142202413694764	-5.485666852556458	4.1191254802575334e-8	1.4425874377170905e-7	1 -> 15
gene-SYNPCC7002_RS00390	9018.570868956846	-0.34893283684523785	0.09676433392887641	-3.6060067038926755	3.1094510638847954e-4	6.834865544781488e-4	1 -> 15
gene-SYNPCC7002_RS00395	1252.3394808080752	-0.07447641737007261	0.2145688746811829	-0.34709795388885445	0.7285177306221198	0.7743198657599817	1 -> 15
gene-SYNPCC7002_RS17030	59.1565769935013	-1.0386793186356513	0.21916101856645268	-4.739343362381341	2.1441190738092934e-6	6.226043605512777e-6	1 -> 15
gene-SYNPCC7002_RS17035	254.19784106538037	-0.532786903303387	0.10980705294976861	-4.852028070975651	1.2220532065483401e-6	3.6503328436120167e-6	1 -> 15
gene-SYNPCC7002_RS00405	777.8863064224618	-0.22159320472846342	0.09040525880063291	-2.451109677337842	0.014241655147260463	0.024139792372967997	1 -> 15
gene-SYNPCC7002_RS00410	3479.9095443426477	0.10845112452042707	0.07545921766711819	1.4372150662739418	0.15065689330330467	0.2014373119984972	1 -> 15
gene-SYNPCC7002_RS00415	7578.234021209773	0.36631853496681804	0.11375865930108851	3.220137589678089	0.001281290846735716	0.002568149065244958	1 -> 15
gene-SYNPCC7002_RS00420	661.9323319155576	0.003080789210751888	0.07976156538200915	0.03862498430160931	0.9691893825605654	0.9743189652204438	1 -> 15
gene-SYNPCC7002_RS00425	1434.6597513856016	0.2854900279190309	0.07667113758465281	3.7235658281947437	1.9642861370448497e-4	4.4354405150474267e-4	1 -> 15
gene-SYNPCC7002_RS00430	3112.107653211005	-0.1895260626527323	0.053739792928151245	-3.526736005591311	4.207160241099381e-4	9.092985554558165e-4	1 -> 15
gene-SYNPCC7002_RS00435	2020.7719099320943	-0.5850755026425991	0.3404717142226785	-1.7184261664096492	0.0857189109859917	0.12177138740596885	1 -> 15
gene-SYNPCC7002_RS00440	626.7760188427995	-0.35098400528560286	0.17601505822009947	-1.9940566951193008	0.04614585902380384	0.07002113664843167	1 -> 15
gene-SYNPCC7002_RS00445	2138.0867112557426	-0.7220407941981765	0.0642069225236592	-11.24552876572018	2.4363235327835287e-29	3.4503897751570236e-28	1 -> 15
gene-SYNPCC7002_RS00450	1007.1714210000911	-0.7189217523318172	0.0928261522726718	-7.744819048623533	9.571806104886623e-15	6.181472382535781e-14	1 -> 15
gene-SYNPCC7002_RS00455	3844.155733514944	0.05774991470275576	0.06932202251285467	0.8330673660314362	0.40480673722687444	0.4761824970876421	1 -> 15
gene-SYNPCC7002_RS00460	6082.444496386751	0.3475567120849621	0.09421195308596564	3.6890935884518474	2.2505442669811898e-4	5.046532943112683e-4	1 -> 15
gene-SYNPCC7002_RS00465	4294.051852063744	0.40621193645206344	0.10078522567507141	4.030471070846026	5.5665180062851914e-5	1.3575745198107919e-4	1 -> 15
gene-SYNPCC7002_RS00470	3869.471869865148	0.2849352933213297	0.058175685038106245	4.897841652138541	9.689506660360854e-7	2.9322790071513775e-6	1 -> 15
gene-SYNPCC7002_RS17175	125.88676514553129	-0.3560512459824722	0.1823870456508004	-1.9521739864363532	0.050917551538251594	0.07639998787965353	1 -> 15
gene-SYNPCC7002_RS00475	56512.43381379851	0.35658431030070753	0.05955297155553376	5.987682914666801	2.1285150772211815e-9	8.612750857577939e-9	1 -> 15
gene-SYNPCC7002_RS00480	791.8698719835	-0.03937929146963535	0.09049640632520592	-0.43514757180658403	0.6634553150189453	0.7187839740017733	1 -> 15
gene-SYNPCC7002_RS00485	3275.530519229678	0.09154433326838599	0.1219586896697163	0.7506175535035898	0.45288285394560723	0.5226442942781865	1 -> 15
gene-SYNPCC7002_RS00490	15470.786443088344	0.2579797778918331	0.08246878591000446	3.1282111776613046	0.001758737680470452	0.0034522577326681395	1 -> 15
gene-SYNPCC7002_RS00495	3424.1452218782706	-0.018765202813876475	0.07196605358685237	-0.26075075509357554	0.7942847226591667	0.8313599252727549	1 -> 15
gene-SYNPCC7002_RS00500	2809.9617710057632	-0.7563671066756802	0.06796304008279203	-11.129094663132785	9.05504893743481e-29	1.2182813757907085e-27	1 -> 15
gene-SYNPCC7002_RS00505	15.323838596769878	-0.6172153741094537	0.4354486636058802	-1.4174239714008827	0.15635900827177224	0.2078564173361682	1 -> 15
gene-SYNPCC7002_RS00510	9772.43389919959	0.8411275218174142	0.049266516353091976	17.07300584821287	2.3574369572794667e-65	1.3593149884027497e-63	1 -> 15
gene-SYNPCC7002_RS00515	16483.51115899626	-0.47483073998325614	0.10674601180203633	-4.448229324612558	8.658106528010206e-6	2.3414594622231956e-5	1 -> 15
gene-SYNPCC7002_RS00520	6265.006238477777	0.3097974700503723	0.05578040967104293	5.55387584776374	2.7940396233232515e-8	1.0002166234712614e-7	1 -> 15
gene-SYNPCC7002_RS00525	11414.781950209694	0.4910787507339695	0.05864567510547199	8.37365670786095	5.585732192855569e-17	4.194495174588519e-16	1 -> 15
gene-SYNPCC7002_RS00530	74746.64544440187	0.4060942453538848	0.1053178227923157	3.855892901951583	1.153079657095948e-4	2.686359460867833e-4	1 -> 15
gene-SYNPCC7002_RS00535	779.3764103261675	0.31395284143249846	0.13725233977581044	2.287413401806575	0.0221717047809988	0.036048557269811245	1 -> 15
gene-SYNPCC7002_RS00540	6892.787766521736	0.2460987363198233	0.06702573559157307	3.671705116665135	2.4093759128364844e-4	5.372841728279701e-4	1 -> 15
gene-SYNPCC7002_RS00545	1312.4508410481421	0.34215676264471523	0.10880106057072773	3.1447925309725377	0.0016620465192367863	0.0032764030589838727	1 -> 15
gene-SYNPCC7002_RS00550	32185.766141248012	0.06731373737128973	0.06542375187776213	1.028888369121032	0.3035321344609897	0.3732312498760608	1 -> 15
gene-SYNPCC7002_RS00555	54950.59331625966	0.4375516133181924	0.08806526690674091	4.96849244528549	6.747542860824517e-7	2.0789900665651113e-6	1 -> 15
gene-SYNPCC7002_RS00560	510.67153074903626	-0.15252793120637065	0.09477928777335497	-1.609296026481119	0.10755162753834312	0.14898507306791503	1 -> 15
gene-SYNPCC7002_RS00565	1439.5790076668138	0.3582181951505912	0.07759396329446293	4.61657299023613	3.901288479504448e-6	1.09850592328777e-5	1 -> 15
gene-SYNPCC7002_RS00570	19430.366765105682	0.6253259696766073	0.21018467632332913	2.9751263537150647	0.0029286788942065973	0.005555057426668769	1 -> 15
gene-SYNPCC7002_RS00575	1303.4293142068323	0.09814818767344571	0.06151518619088429	1.595511511074479	0.11059789796072454	0.15283456578719906	1 -> 15
gene-SYNPCC7002_RS00580	8874.879880719553	0.014094791135268776	0.07594564986961426	0.18559050004137342	0.8527659040069548	0.8805823805687424	1 -> 15
gene-SYNPCC7002_RS00585	7070.734607439088	0.6076149100853189	0.14346520739214833	4.235277117917949	2.2827001990767086e-5	5.887251551772118e-5	1 -> 15
gene-SYNPCC7002_RS00590	6067.554842365618	-0.18434774208630328	0.08940305014546479	-2.0619849298917328	0.03920917075996863	0.060578755831993646	1 -> 15
gene-SYNPCC7002_RS00595	6021.1081663322775	-0.23472461385507512	0.05640410938354712	-4.161480722245806	3.16190693742302e-5	7.988886933442044e-5	1 -> 15
gene-SYNPCC7002_RS00600	7935.688271173025	0.02674626287830003	0.05362831071835772	0.4987340179101411	0.6179667761989973	0.6794057610985912	1 -> 15
gene-SYNPCC7002_RS00605	1663.0528175670086	0.11517470987413585	0.06251010476020546	1.8424974700643468	0.06540241624593597	0.09564510962777502	1 -> 15
gene-SYNPCC7002_RS00610	6866.711474102652	0.30740298985846787	0.043626982267768	7.046166704167845	1.8391390295956475e-12	9.671954277792093e-12	1 -> 15
gene-SYNPCC7002_RS00615	1259.0948231819805	-0.04089443367759698	0.0701604924924409	-0.5828698206758305	0.5599809382513481	0.6250184754972703	1 -> 15
gene-SYNPCC7002_RS00620	65088.53999701636	1.5885060785641951	0.17289504386049778	9.187690075407241	4.013673786238241e-20	3.630294861558342e-19	1 -> 15
gene-SYNPCC7002_RS00625	1508.6749738984354	0.5109303776582932	0.10169912126579471	5.023940927896086	5.062181321398035e-7	1.5717099506532937e-6	1 -> 15
gene-SYNPCC7002_RS00630	118.73395301942791	-0.7676080345229768	0.148588113376933	-5.166012388728136	2.3914094725900484e-7	7.630297615605994e-7	1 -> 15
gene-SYNPCC7002_RS00635	197.3881646560579	-0.3439386036424499	0.14829667342119318	-2.319260410283063	0.02038092067068056	0.03337220732536893	1 -> 15
gene-SYNPCC7002_RS00640	5970.141959440374	0.31419204753091284	0.14846728165874135	2.1162376250216344	0.03432460271225712	0.0537243411689186	1 -> 15
gene-SYNPCC7002_RS00645	546.204834499318	-0.18982938477480393	0.0870525424412601	-2.1806299902486357	0.02921079506369868	0.04623610650033482	1 -> 15
gene-SYNPCC7002_RS00650	881.845221322106	-0.1267563760997721	0.0746124764682889	-1.6988630065595653	0.0893449986622457	0.12653289503525936	1 -> 15
gene-SYNPCC7002_RS00655	1432.4219313037017	-0.18035288446896644	0.07998071012808071	-2.254954778222777	0.024136167424605805	0.03875469150375541	1 -> 15
gene-SYNPCC7002_RS00660	1523.8616728144766	-0.09332508479512647	0.09396314272338584	-0.9932094871481926	0.320607875934023	0.3908465010064357	1 -> 15
gene-SYNPCC7002_RS00665	2250.898097562056	0.4040682265132945	0.06385006557183515	6.328391723555766	2.477295952110899e-10	1.0942802502552795e-9	1 -> 15
gene-SYNPCC7002_RS00670	19654.810752897083	0.32313574780402105	0.08446865680686934	3.8255106689200047	1.305012822011381e-4	3.014224894331008e-4	1 -> 15
gene-SYNPCC7002_RS00675	3307.4740818697765	0.5263549266259857	0.07786085763743483	6.7601994454902945	1.3780191077586164e-11	6.752084520413615e-11	1 -> 15
gene-SYNPCC7002_RS00680	25.89142299594779	0.690071789724764	0.3675773116096694	1.8773514249365635	0.06046994437663886	0.08919938345918998	1 -> 15
gene-SYNPCC7002_RS00685	8445.228303191172	-0.39056375060316273	0.0847336080762252	-4.60931334650375	4.040010510562523e-6	1.1343646903135988e-5	1 -> 15
gene-SYNPCC7002_RS00690	751.5110621574833	0.42409460925669756	0.11591544411273179	3.658654914389586	2.535424646586057e-4	5.634470876687115e-4	1 -> 15
gene-SYNPCC7002_RS00695	11145.678703513537	0.20781938216557744	0.17541254592233643	1.184746399254641	0.2361177310478943	0.300048860115565	1 -> 15
