Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
K00147_upstream.fna.motif.h1_1;High-covariation	0	NA	NA	NA	NA	NA
K01889_upstream.fna.motif.h1_1;High-power	0	NA	NA	NA	NA	NA
K02014_upstream.fna.motif.h1_4;High-covariation	0	NA	NA	NA	NA	NA
K02094_upstream.fna.motif.h1_2.h1_4;High-covariation	4719.92354031457	-0.7590317074126337	0.2646761917813649	-2.8677747790765777	0.004133696780175553	0.018632318913795978
K03320_upstream.fna.motif.h1_3;High-covariation	0	NA	NA	NA	NA	NA
K03325_upstream.fna.motif.h2_1;High-power	0	NA	NA	NA	NA	NA
K10716_upstream.fna.motif.h1_4;Conserved-sequence	0	NA	NA	NA	NA	NA
K03665_upstream.fna.motif.h1_2.h2_1;High-power	0.5324183896802834	-0.13342646893755586	2.828696667623939	-0.0471688853968326	0.9623786257647007	0.980053128013402
K21903_upstream.fna.motif.h2_1;High-covariation	0.5680637601255241	2.7620549168933395	1.7852847872620303	1.5471228661110785	0.12183362107023257	0.2679180919866459
K04485_upstream.fna.motif.h2_3;High-power	0.16561647492838974	-0.6675702571196206	3.5338198153400673	-0.18890896876568078	0.8501641640849195	0.9231739010878511
K04485_upstream.fna.motif.h1_3;High-power	0	NA	NA	NA	NA	NA
K07086_upstream.fna.motif.h2_3;High-power	5.343676401906025	-5.408875615353426	3.4880982006543713	-1.5506660948762034	0.12098172375772366	0.2669514927087604
K07086_upstream.fna.motif.h1_1;Conserved-sequence	0.16214229430032537	-0.6675702571196207	3.5338198153400673	-0.1889089687656808	0.8501641640849195	0.9231739010878511
K09121_upstream.fna.motif.h1_4;High-power	0	NA	NA	NA	NA	NA
K09942_upstream.fna.motif.h2_1;High-power	0	NA	NA	NA	NA	NA
K21703_upstream.fna.motif.h2_1;High-power	0	NA	NA	NA	NA	NA
K02110_downstream.fna.motif.h1_5;High-covariation	20.082073137442897	-0.019322959016206388	0.8452374691308205	-0.022860982530834423	0.9817611636848853	0.988786834738013
Candidate_RF01343_CRISPR-DR33	0	NA	NA	NA	NA	NA
Candidate_RF01701_Cyano-1	0.7978097548941145	1.5183349455399755	2.7928726015784933	0.543646331981571	0.5866848702475591	0.754209263300774
Candidate_RF02514_5_ureB_sRNA	9.190525490217677	0.037234425280270766	0.37379548662487666	0.09961175726457464	0.9206525593073709	0.9598595393360593
Candidate_RF02701_PsrR1	48.30854136570341	2.6770816340068477	0.5096477558055433	5.252807656879571	1.497979495568637e-7	1.8941248543576867e-6
gene-SYNPCC7002_RS00010	558.2351626461515	-0.0021295470531803766	0.09272490085347339	-0.022966290970162905	0.9816771617619208	0.988786834738013
gene-SYNPCC7002_RS00015	524.5377850992326	-0.20580757848953674	0.13793553346568244	-1.4920562767152417	0.13568439279402952	0.2870656074995252
gene-SYNPCC7002_RS00025	84.49000634910232	-0.4051343063919099	0.30478109683070903	-1.3292632338577814	0.18376113954146164	0.35963410441095
gene-SYNPCC7002_RS00030	136.7154212669646	-0.7403699332607606	0.3268197956384433	-2.26537664835891	0.023489576073556465	0.07573282644432498
gene-SYNPCC7002_RS00035	114.00317135739813	-0.10931953467571687	0.12345339815932428	-0.885512560250737	0.37588024836524686	0.5723068504037179
gene-SYNPCC7002_RS00040	628.5367337161225	-0.23920552452253416	0.22704731740150652	-1.053549221634393	0.29208934767079214	0.4809222881029268
gene-SYNPCC7002_RS00045	540.301980131839	0.03319425839252728	0.06530374921509437	0.5083055535325179	0.611239075974385	0.7746988601914974
gene-SYNPCC7002_RS00050	95.402685785447	-0.2160705955417909	0.16300382287589327	-1.3255553871659884	0.18498701181010851	0.3612973805323727
gene-SYNPCC7002_RS00055	1492.8217411923563	0.750577289086691	0.2986619518350495	2.513133274844576	0.011966411872892883	0.04406665462672483
gene-SYNPCC7002_RS00060	447.34226474436645	0.19632387787756872	0.42125820294648525	0.4660416735018661	0.6411856713946888	0.794000772113469
gene-SYNPCC7002_RS16035	843.5029255369051	-0.0663570178344783	0.579551611089873	-0.11449716740445416	0.9088436917173024	0.9525258174345969
gene-SYNPCC7002_RS00070	1925.9894110340529	-0.21067315065319045	0.5439217674905651	-0.3873225218125598	0.698517454248889	0.8329885585820528
gene-SYNPCC7002_RS00075	1596.3840589933122	0.055413854373212404	0.2167447689365531	0.25566409120320455	0.798210224873904	0.8936542616617316
gene-SYNPCC7002_RS00080	408.00824702099084	0.5295338288766371	0.11223676862169664	4.718006722569454	2.3816662617210172e-6	2.3082196674224348e-5
gene-SYNPCC7002_RS00085	175.33629799166	-0.2805581890677998	0.322333477606223	-0.8703973014262646	0.38408332092871733	0.5799857689971605
gene-SYNPCC7002_RS00090	238.2348109219186	-0.5596517543102839	0.38449036328447517	-1.4555677014360202	0.14551216209319276	0.30267497907185403
gene-SYNPCC7002_RS00095	537.2719740998117	-0.27147421414106104	0.2945269229644043	-0.9217297060950542	0.35666958148097927	0.5537359401697506
gene-SYNPCC7002_RS00100	730.0972159659749	0.11700435130268834	0.189452666242642	0.6175914734967873	0.5368446665301883	0.7109469194289116
gene-SYNPCC7002_RS00105	279.76572474568803	0.2330268446040689	0.07374939089671444	3.159712124679396	0.0015792509288710373	0.008140183529865522
gene-SYNPCC7002_RS00110	1858.9906910254613	0.6815487854278807	0.16715422654889933	4.077364955103305	4.554896900651468e-5	3.51052411128781e-4
gene-SYNPCC7002_RS00115	515.2216787805606	-0.07821681591587243	0.1327707554777548	-0.5891117786776271	0.5557862925111691	0.7268902722065028
gene-SYNPCC7002_RS00120	1356.4088482394234	-0.025788190758179716	0.11402293902370352	-0.22616669048338398	0.8210717765517138	0.9069666511429422
gene-SYNPCC7002_RS00130	1045.6525931996023	0.23252763874740007	0.2415975177282737	0.9624587244680445	0.33581922725368746	0.5282054609427533
gene-SYNPCC7002_RS00135	645.301621064171	0.38219415533599854	0.1486181717455653	2.5716515742793282	0.010121469834336039	0.0385449386514656
gene-SYNPCC7002_RS00140	195.29487103548394	-0.18153845002715718	0.27687647118953873	-0.6556658615563007	0.5120391387561293	0.6940832044194264
gene-SYNPCC7002_RS00145	449.8506140285554	0.13158308851014253	0.1709996408579036	0.7694933617988401	0.441600483766922	0.6286107150191409
gene-SYNPCC7002_RS00150	500.9686192372463	-0.13382405330386773	0.12489018492655847	-1.0715337909265072	0.28392948541788743	0.4732645439226064
gene-SYNPCC7002_RS00155	394.5874805704476	0.03365074926808003	0.20210962186599832	0.1664975123766793	0.8677654406854955	0.9332082164448336
gene-SYNPCC7002_RS00160	8141.424011851554	-0.04555830173115747	0.1241792954358704	-0.36687518294613797	0.713712123773032	0.8432771578326551
gene-SYNPCC7002_RS16250	2176065.310416205	0.01922173813571331	0.41207803357464007	0.0466458693975292	0.9627954733032495	0.980053128013402
gene-SYNPCC7002_RS00165	2413.4533582523404	-0.1230443705330398	0.05022036851864796	-2.450088961162255	0.014282092346950739	0.05074767609997754
gene-SYNPCC7002_RS00170	1470.2611972161499	0.01467459891346717	0.30250466562815004	0.04851032258624973	0.9613095378943335	0.9797131362298841
gene-SYNPCC7002_RS00175	4513.053786854002	-0.02501433590526984	0.3219337705069123	-0.0777002545147178	0.9380664916463654	0.9676613236007917
gene-SYNPCC7002_RS00180	299.58221801951765	-0.31395395282618194	0.6929833581410766	-0.453046886534709	0.6505149799201189	0.8015671830991339
gene-SYNPCC7002_RS00185	3255.8524588530745	0.42213773743993827	0.33863227424417625	1.2465962920461298	0.21254556200897193	0.3918052301953543
gene-SYNPCC7002_RS00190	1303.4417939181558	0.4885815170305113	0.2308982367225074	2.1160036731579144	0.03434449517171352	0.10351315723541589
gene-SYNPCC7002_RS00195	642.3552226248889	0.3685188180223955	0.2952519615624017	1.2481502784004666	0.21197602862734444	0.39128218221346206
gene-SYNPCC7002_RS00200	109.621123087079	0.2617651746753919	0.3223203540860531	0.8121273489464641	0.4167185616405528	0.6087779371648421
gene-SYNPCC7002_RS00205	38614.677161047715	0.23661634354185618	0.24633844484699072	0.9605335606012563	0.33678674869705016	0.5287446788554282
gene-SYNPCC7002_RS00210	3670.247865280715	0.04091575877386815	0.13699463128368974	0.2986668776029581	0.7651942319678945	0.8771011787818961
gene-SYNPCC7002_RS00215	4427.428670202513	0.6952102365409644	0.5746006516364129	1.2099015804473345	0.22631666071789266	0.40863682039537075
gene-SYNPCC7002_RS00220	1374.790861518449	0.36379752456631875	0.23473516105727518	1.5498211811461533	0.12118444169636672	0.2670347432070382
