"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"31","10","STRING Clusters","","Nuclease, putative, TT1808, and Toxin-antitoxin complex","8.03E-17","ACA98263.1|ACA98790.1|ACA99116.1|ACA99457.1|ACA99655.1|ACA99668.1|ACA99744.1|ACA99997.1|ACB00029.1|ACB00809.1","163300","2263|1324|2143|3793|1588|1516|5809|2431|547|2722","1.24E-19","","CL:4859","1.609528445472132","0"
"26","9","Pfam","","Putative restriction endonuclease","9.2E-15","ACA98263.1|ACA98790.1|ACA99116.1|ACA99457.1|ACA99655.1|ACA99668.1|ACA99744.1|ACB00029.1|ACB00809.1","163300","2263|1324|2143|3793|1588|1516|5809|547|2722","2.19E-17","","PF05685","1.4036212172654445","0"
"26","9","InterPro Domains","","Putative restriction endonuclease","2.6E-14","ACA98263.1|ACA98790.1|ACA99116.1|ACA99457.1|ACA99655.1|ACA99668.1|ACA99744.1|ACB00029.1|ACB00809.1","163300","2263|1324|2143|3793|1588|1516|5809|547|2722","2.19E-17","","IPR008538","1.3585026652029182","0"
"30","9","InterPro Domains","","Restriction endonuclease type II-like","2.6E-14","ACA98263.1|ACA98790.1|ACA99116.1|ACA99457.1|ACA99655.1|ACA99668.1|ACA99744.1|ACB00029.1|ACB00809.1","163300","2263|1324|2143|3793|1588|1516|5809|547|2722","6.56E-17","","IPR011335","1.3585026652029182","0"
"26","9","InterPro Domains","","Nuclease, putative, TT1808","2.6E-14","ACA98263.1|ACA98790.1|ACA99116.1|ACA99457.1|ACA99655.1|ACA99668.1|ACA99744.1|ACB00029.1|ACB00809.1","163300","2263|1324|2143|3793|1588|1516|5809|547|2722","2.19E-17","","IPR012296","1.3585026652029182","0"
"18","8","STRING Clusters","","Nuclease, putative, TT1808, and Domain of unknown function DUF4351","7.36E-14","ACA98263.1|ACA98790.1|ACA99116.1|ACA99457.1|ACA99655.1|ACA99744.1|ACB00029.1|ACB00809.1","163300","2263|1324|2143|3793|1588|5809|547|2722","6.82E-16","","CL:4863","1.31331221856625","0"
"12","7","STRING Clusters","","Nuclease, putative, TT1808","1.34E-12","ACA98790.1|ACA99116.1|ACA99457.1|ACA99655.1|ACA99744.1|ACB00029.1|ACB00809.1","163300","1324|2143|3793|1588|5809|547|2722","2.07E-14","","CL:4866","1.1872895201635192","0"
"5","3","STRING Clusters","","Nuclease, putative, TT1808","9.48E-5","ACA98790.1|ACA99116.1|ACB00029.1","163300","1324|2143|547","1.76E-6","","CL:4879","0.4023191662661934","0"
"6","3","STRING Clusters","","Nuclease, putative, TT1808","1.3E-4","ACA99457.1|ACA99744.1|ACB00809.1","163300","3793|5809|2722","2.63E-6","","CL:4867","0.3886056647693163","0"
"689","9","GO Cellular Component","","Integral component of membrane","0.0036","ACA98263.1|ACA98790.1|ACA99116.1|ACA99457.1|ACA99655.1|ACA99668.1|ACA99744.1|ACB00029.1|ACB00809.1","163300","2263|1324|2143|3793|1588|1516|5809|547|2722","2.51E-5","","GO:0016021","0.24436974992327126","0"
