"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"12","7","STRING Clusters","","UMP biosynthetic process","9.05E-13","pyrF|pyrF/pyrE|ACA99433.1|upp|pyrC|pyrD|carA","163300","4309|1873|4534|1015|694|5137|1636","1.4E-15","","CL:3041","1.2043351420794797","0"
"25","7","KEGG Pathways","","Pyrimidine metabolism","9.03E-12","pyrF|pyrF/pyrE|ACA99433.1|upp|pyrC|pyrD|carA","163300","4309|1873|4534|1015|694|5137|1636","9.31E-14","","syp00240","1.1044312249686494","0"
"18","7","GO Biological Process","","Pyrimidine nucleotide biosynthetic process","1.48E-11","pyrF|pyrF/pyrE|ACA99433.1|upp|pyrC|pyrD|carA","163300","4309|1873|4534|1015|694|5137|1636","1.33E-14","","GO:0006221","1.0829738284605042","0"
"10","6","GO Biological Process","","UMP biosynthetic process","7.9E-11","pyrF|pyrF/pyrE|ACA99433.1|upp|pyrD|carA","163300","4309|1873|4534|1015|5137|1636","3.13E-13","","GO:0006222","1.0102372908709558","0"
"12","6","UniProt Keywords","","Pyrimidine biosynthesis","1.55E-10","pyrF|pyrF/pyrE|ACA99433.1|pyrC|pyrD|carA","163300","4309|1873|4534|694|5137|1636","7.26E-13","","KW-0665","0.9809668301829708","0"
"7","5","GO Biological Process","","Pyrimidine nucleobase biosynthetic process","2.5E-9","pyrF|pyrF/pyrE|upp|pyrD|carA","163300","4309|1873|1015|5137|1636","2.92E-11","","GO:0019856","0.8602059991327963","0"
"7","5","STRING Clusters","","De novo UMP biosynthetic process","4.72E-9","pyrF/pyrE|ACA99433.1|pyrC|pyrD|carA","163300","1873|4534|694|5137|1636","2.92E-11","","CL:3044","0.8326058001365911","0"
"9","5","GO Biological Process","","De novo UMP biosynthetic process","5.46E-9","pyrF|pyrF/pyrE|ACA99433.1|pyrD|carA","163300","4309|1873|4534|5137|1636","7.37E-11","","GO:0044205","0.8262807357295262","0"
"5","4","GO Biological Process","","De novo pyrimidine nucleobase biosynthetic process","1.3E-7","pyrF|pyrF/pyrE|pyrD|carA","163300","4309|1873|5137|1636","3.28E-9","","GO:0006207","0.6886056647693163","0"
"550","7","KEGG Pathways","","Metabolic pathways","0.0036","pyrF|pyrF/pyrE|ACA99433.1|upp|pyrC|pyrD|carA","163300","4309|1873|4534|1015|694|5137|1636","7.35E-5","","syp01100","0.24436974992327126","0"
"50","4","InterPro Domains","","Aldolase-type TIM barrel","0.0093","pyrF|pyrF/pyrE|ACA99433.1|pyrD","163300","4309|1873|4534|5137","7.83E-6","","IPR013785","0.20315170514460648","0"
"2","2","Pfam","","Dihydroorotate dehydrogenase","0.0176","ACA99433.1|pyrD","163300","4534|5137","4.18E-5","","PF01180","0.175448733218585","0"
"2","2","InterPro Domains","","Orotidine 5-phosphate decarboxylase domain","0.0248","pyrF|pyrF/pyrE","163300","4309|1873","4.18E-5","","IPR001754","0.16055483191737838","0"
"2","2","InterPro Domains","","Dihydroorotate dehydrogenase domain","0.0248","ACA99433.1|pyrD","163300","4534|5137","4.18E-5","","IPR005720","0.16055483191737838","0"
"2","2","InterPro Domains","","Dihydroorotate dehydrogenase, class 1/ 2","0.0248","ACA99433.1|pyrD","163300","4534|5137","4.18E-5","","IPR012135","0.16055483191737838","0"
"2","2","GO Molecular Function","","Dihydroorotate dehydrogenase activity","0.0251","ACA99433.1|pyrD","163300","4534|5137","4.18E-5","","GO:0004152","0.16003262785189618","0"
"2","2","GO Molecular Function","","orotidine-5-phosphate decarboxylase activity","0.0251","pyrF|pyrF/pyrE","163300","4309|1873","4.18E-5","","GO:0004590","0.16003262785189618","0"
"9","2","UniProt Keywords","","Decarboxylase","0.0406","pyrF|pyrF/pyrE","163300","4309|1873","3.8E-4","","KW-0210","0.1391473966422806","0"
