"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"21","8","STRING Clusters","","Phenylalanine, tyrosine and tryptophan biosynthesis","2.44E-13","trpB|trpA|trpE|pabB|trpC|ACA99608.1|trpD|trpF","253919","2890|5761|3691|2326|6481|1438|6382|3754","3.78E-16","","CL:3243","1.261261017366127","0"
"6","6","UniProt Keywords","","Tryptophan biosynthesis","2.32E-11","trpB|trpA|trpE|trpC|trpD|trpF","253919","2890|5761|3691|6481|6382|3754","1.08E-13","","KW-0822","1.06345120151091","0"
"6","6","STRING Clusters","","Tryptophan biosynthesis","2.34E-11","trpB|trpA|trpE|trpC|trpD|trpF","253919","2890|5761|3691|6481|6382|3754","1.08E-13","","CL:3269","1.0630784142589857","0"
"6","6","GO Biological Process","","Tryptophan biosynthetic process","1.2E-10","trpB|trpA|trpC|ACA99608.1|trpD|trpF","253919","2890|5761|6481|1438|6382|3754","1.08E-13","","GO:0000162","0.9920818753952375","0"
"19","6","KEGG Pathways","","Phenylalanine, tyrosine and tryptophan biosynthesis","1.99E-9","trpB|trpA|trpE|trpC|trpD|trpF","253919","2890|5761|3691|6481|6382|3754","2.05E-11","","syp00400","0.8701146923590294","0"
"90","6","KEGG Pathways","","Biosynthesis of amino acids","4.88E-6","trpB|trpA|trpE|trpC|trpD|trpF","253919","2890|5761|3691|6481|6382|3754","1.01E-7","","syp01230","0.5311580177997289","0"
"215","7","GO Biological Process","","Carboxylic acid metabolic process","3.42E-5","trpB|gloA|trpA|trpC|ACA99608.1|trpD|trpF","253919","2890|1681|5761|6481|1438|6382|3754","5.22E-7","","GO:0019752","0.4465973893943865","0"
"75","5","UniProt Keywords","","Lyase","9.8E-5","trpB|gloA|trpA|trpE|trpC","253919","2890|1681|5761|3691|6481","1.83E-6","","KW-0456","0.4008773924307505","0"
"556","8","GO Biological Process","","Cellular biosynthetic process","7.6E-4","trpB|trpA|trpE|pabB|trpC|ACA99608.1|trpD|trpF","253919","2890|5761|3691|2326|6481|1438|6382|3754","1.77E-5","","GO:0044249","0.3119186407719209","0"
"263","6","KEGG Pathways","","Biosynthesis of secondary metabolites","0.0015","trpB|trpA|trpE|trpC|trpD|trpF","253919","2890|5761|3691|6481|6382|3754","4.57E-5","","syp01110","0.28239087409443187","0"
"106","5","GO Molecular Function","","Lyase activity","0.0056","trpB|gloA|trpA|trpE|trpC","253919","2890|1681|5761|3691|6481","9.4E-6","","GO:0016829","0.22518119729937996","0"
"550","7","KEGG Pathways","","Metabolic pathways","0.0066","trpB|gloA|trpA|trpE|trpC|trpD|trpF","253919","2890|1681|5761|3691|6481|6382|3754","2.7E-4","","syp01100","0.2180456064458131","0"
"11","3","InterPro Domains","","Ribulose-phosphate binding barrel","0.0094","trpA|trpC|trpF","253919","5761|6481|3754","7.95E-6","","IPR011060","0.20268721464003012","0"
"1191","9","GO Biological Process","","Cellular metabolic process","0.0154","trpB|gloA|trpA|trpE|pabB|trpC|ACA99608.1|trpD|trpF","253919","2890|1681|5761|3691|2326|6481|1438|6382|3754","4.3E-4","","GO:0044237","0.1812479279163537","0"
"2","2","GO Molecular Function","","Anthranilate phosphoribosyltransferase activity","0.0161","ACA99608.1|trpD","253919","1438|6382","5.37E-5","","GO:0004048","0.17931741239681503","0"
"2","2","GO Molecular Function","","Tryptophan synthase activity","0.0161","trpB|trpA","253919","2890|5761","5.37E-5","","GO:0004834","0.17931741239681503","0"
"3","2","Pfam","","Chorismate binding enzyme","0.0259","trpE|pabB","253919","3691|2326","8.94E-5","","PF00425","0.15867002359187482","0"
"2","2","Pfam","","Glycosyl transferase family, a/b domain","0.0259","ACA99608.1|trpD","253919","1438|6382","5.37E-5","","PF00591","0.15867002359187482","0"
"2","2","Pfam","","Glycosyl transferase family, helical bundle domain","0.0259","ACA99608.1|trpD","253919","1438|6382","5.37E-5","","PF02885","0.15867002359187482","0"
"2","2","Pfam","","Anthranilate synthase component I, N terminal region","0.0259","trpE|pabB","253919","3691|2326","5.37E-5","","PF04715","0.15867002359187482","0"
