"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"20","8","STRING Clusters","","Photosynthesis - antenna proteins, and Protein-bilin linkage","1.98E-14","ACA98358.1|cpcG|cpcG-2|cpcT|apcD|cpcA|cpcC|cpcF","163300","1510|2866|4876|658|5113|5191|5197|5731","3.07E-17","","CL:687","1.3703334809738468","0"
"21","7","GO Cellular Component","","Phycobilisome","4.69E-12","ACA98358.1|cpcG|cpcG-2|apcD|cpcA|cpcC|cpcF","163300","1510|2866|4876|5113|5191|5197|5731","3.28E-14","","GO:0030089","1.1328827157284915","0"
"14","6","KEGG Pathways","","Photosynthesis - antenna proteins","1.47E-10","cpcG|cpcG-2|apcD|cpcA|cpcC|cpcF","163300","2866|4876|5113|5191|5197|5731","1.51E-12","","syp00196","0.9832682665251824","0"
"14","6","STRING Clusters","","Photosynthesis - antenna proteins","1.96E-10","cpcG|cpcG-2|apcD|cpcA|cpcC|cpcF","163300","2866|4876|5113|5191|5197|5731","1.51E-12","","CL:691","0.9707743928643524","0"
"16","6","UniProt Keywords","","Phycobilisome","6.23E-10","cpcG|cpcG-2|apcD|cpcA|cpcC|cpcF","163300","2866|4876|5113|5191|5197|5731","2.91E-12","","KW-0605","0.920551195334083","0"
"6","4","STRING Clusters","","Photosynthesis - antenna proteins","5.9E-7","cpcG-2|cpcA|cpcC|cpcF","163300","4876|5191|5197|5731","5.47E-9","","CL:694","0.6229147988357856","0"
"31","5","COMPARTMENTS","","Thylakoid membrane","3.56E-6","ACA98358.1|apcD|cpcA|cpcC|cpcF","163300","1510|5113|5191|5197|5731","1.36E-8","","GOCC:0042651","0.5448550002027125","0"
"14","4","COMPARTMENTS","","Phycobilisome","1.03E-5","ACA98358.1|apcD|cpcA|cpcF","163300","1510|5113|5191|5731","7.89E-8","","GOCC:0030089","0.4987162775294828","0"
"97","5","GO Cellular Component","","Plasma membrane-derived thylakoid membrane","5.06E-5","cpcG|cpcG-2|apcD|cpcA|cpcC","163300","2866|4876|5113|5191|5197","2.83E-6","","GO:0031676","0.4295849483160201","0"
"4","3","Pfam","","Phycobilisome Linker polypeptide","2.2E-4","cpcG|cpcG-2|cpcC","163300","2866|4876|5197","5.16E-7","","PF00427","0.3657577319177794","0"
"4","3","InterPro Domains","","Phycobilisome linker domain","3.5E-4","cpcG|cpcG-2|cpcC","163300","2866|4876|5197","5.16E-7","","IPR001297","0.3455931955649724","0"
"3","3","InterPro Domains","","Phycobilisome linker protein","3.5E-4","cpcG|cpcG-2|cpcC","163300","2866|4876|5197","2.95E-7","","IPR016470","0.3455931955649724","0"
"4","3","InterPro Domains","","Phycobilisome linker domain superfamily","3.5E-4","cpcG|cpcG-2|cpcC","163300","2866|4876|5197","5.16E-7","","IPR038255","0.3455931955649724","0"
"59","4","UniProt Keywords","","Photosynthesis","0.0016","cpcG-2|apcD|cpcA|cpcC","163300","4876|5113|5191|5197","1.46E-5","","KW-0602","0.2795880017344075","0"
"87","4","UniProt Keywords","","Thylakoid","0.0045","cpcG-2|apcD|cpcA|cpcC","163300","4876|5113|5191|5197","6.34E-5","","KW-0793","0.23467874862246565","0"
"111","5","GO Biological Process","","Photosynthesis","0.006","cpcG|cpcG-2|apcD|cpcA|cpcC","163300","2866|4876|5113|5191|5197","5.38E-6","","GO:0015979","0.2221848749616356","0"
"406","6","COMPARTMENTS","","Protein-containing complex","0.0087","ACA98358.1|cpcG|cpcG-2|apcD|cpcA|cpcF","163300","1510|2866|4876|5113|5191|5731","2.0E-4","","GOCC:0032991","0.20604807473813813","0"
"7","2","UniProt Keywords","","Bile pigment","0.0133","apcD|cpcA","163300","5113|5191","2.5E-4","","KW-0089","0.18761483590329142","0"
"3","2","GO Molecular Function","","glucose-1-phosphate adenylyltransferase activity","0.0417","cpcG|cpcG-2","163300","2866|4876","6.96E-5","","GO:0008878","0.13798639450262423","0"
"75","3","UniProt Keywords","","Lyase","0.0437","ACA98358.1|cpcT|cpcF","163300","1510|658|5731","0.001","","KW-0456","0.1359518563029578","0"
